,type,price,beds,bath,propertysqft,locality,sublocality,latitude,longitude,borough,zip_code,broker_name
240,Condo for sale,1025000,1,1.0,800.0,New York County,New York,40.771255,-73.95086,Manhattan,10075,Other
241,Condo for sale,1375000,1,2.0,920.0,New York County,New York,40.764503,-73.96485,Manhattan,10065,COMPASS
242,Condo for sale,875000,3,2.0,1437.0,New York County,New York,40.853954,-73.93457,Manhattan,10033,Keller Williams
243,Multi-family home for sale,1350000,6,3.0,3000.0,New York,Kings County,40.590267,-73.9455,Brooklyn,11235,Other
244,For sale,989000,7,3.0,2184.2078,New York,Kings County,40.636097,-73.90183,Brooklyn,11236,Corcoran
245,Multi-family home for sale,815156,4,4.0,2945.0,New York,Richmond County,40.640266,-74.110405,Staten Island,10310,Other
246,Multi-family home for sale,1949000,3,5.0,2560.0,New York,Kings County,40.581337,-73.95893,Brooklyn,11235,Momentum Real Estate Llc
247,Multi-family home for sale,669000,5,2.0,1893.0,New York,Queens County,40.596714,-73.769646,Other,11691,Other
248,Multi-family home for sale,900500,4,2.0,2184.2078,New York,Kings County,40.64689,-73.89078,Brooklyn,11236,Fillmore Real Estate
249,Co-op for sale,1465000,3,3.0,2184.2078,New York County,New York,40.77019,-73.959015,Manhattan,10021,Other
250,For sale,899000,3,1.0,1100.0,New York County,New York,40.760418,-73.99681,Manhattan,10036,Sotheby's International Realty
251,Condo for sale,1100000,1,1.0,726.0,New York County,New York,40.707886,-74.01409,Manhattan,10006,COMPASS
252,Multi-family home for sale,1199000,6,5.0,2184.2078,New York,Queens County,40.666203,-73.8525,Other,11414,Century 21
253,For sale,325000,2,1.0,2184.2078,New York County,New York,40.798904,-73.96048,Manhattan,10025,Corcoran
254,Multi-family home for sale,599000,4,3.0,1176.0,United States,New York,40.63807,-74.16277,Staten Island,10303,Coldwell Banker
255,Multi-family home for sale,1230000,4,3.0,2184.2078,New York,Queens County,40.700195,-73.89075,Other,11385,Other
256,Co-op for sale,3950000,3,3.0,2184.2078,New York County,New York,40.757397,-73.960655,Manhattan,10022,Brown Harris Stevens
257,Multi-family home for sale,1350000,10,5.0,3383.0,New York,Kings County,40.682854,-73.877,Brooklyn,11208,Keller Williams
258,House for sale,799000,5,3.0,1800.0,New York,Kings County,40.633614,-73.927605,Brooklyn,11234,Other
259,House for sale,1599000,5,3.0,5600.0,New York,Richmond County,40.581375,-74.11319,Staten Island,10304,Keller Williams
260,House for sale,1299900,4,4.0,2755.0,New York,Richmond County,40.50659,-74.23935,Staten Island,10307,Robert DeFalco Realty
261,Co-op for sale,370000,1,1.0,2184.2078,Kings County,Brooklyn,40.69396,-73.99437,Brooklyn,11201,Corcoran
262,For sale,3225,3,1.0,2184.2078,New York County,New York,40.843407,-73.940796,Manhattan,10032,Other
263,Co-op for sale,3649000,3,2.0,2184.2078,New York County,New York,40.746468,-73.9873,Manhattan,10001,Douglas Elliman
264,Multi-family home for sale,860000,5,3.0,2324.0,New York,Kings County,40.576893,-74.00488,Brooklyn,11224,Other
265,House for sale,765000,3,4.0,2205.0,New York,Richmond County,40.61114,-74.09054,Staten Island,10304,RE/MAX
266,Co-op for sale,259000,1,1.0,750.0,Kings County,Brooklyn,40.64912,-73.94407,Brooklyn,11203,Douglas Elliman
267,Multi-family home for sale,1500000,8,3.0,3135.0,New York,Kings County,40.64715,-73.948944,Brooklyn,11226,Other
268,Condo for sale,850000,2,2.0,1005.0,New York County,New York,40.856445,-73.93776,Manhattan,10040,Brown Harris Stevens
269,For sale,2494,2,1.0,2184.2078,New York County,New York,40.843407,-73.940796,Manhattan,10032,Other
270,Condo for sale,99000,1,1.0,2184.2078,Kings County,Brooklyn,40.637253,-73.90027,Brooklyn,11236,5 Boro Realty Corp
271,Co-op for sale,535000,1,1.0,750.0,Kings County,Brooklyn,40.6453,-73.972305,Brooklyn,11218,Douglas Elliman
272,Multi-family home for sale,849998,4,2.0,2342.0,New York,Richmond County,40.54878,-74.162926,Staten Island,10312,Coldwell Banker
273,For sale,1100000,2,2.0,2184.2078,New York County,New York,40.807426,-73.95357,Manhattan,10027,Sotheby's International Realty
274,Multi-family home for sale,998000,5,3.0,1574.0,New York,Queens County,40.719086,-73.90609,Other,11378,Other
275,Multi-family home for sale,1500000,3,2.0,2184.2078,New York,Kings County,40.634315,-73.94629,Brooklyn,11210,Century 21
276,Multi-family home for sale,875000,6,3.0,2860.0,New York,Bronx County,40.892097,-73.84874,Bronx,10466,Other
277,Condo for sale,2350000,1,2.0,1144.0,New York,New York County,40.744926,-74.005714,Manhattan,10011,COMPASS
278,Multi-family home for sale,850000,5,2.0,1908.0,New York,Bronx County,40.897926,-73.846306,Bronx,10466,BESMATCH REAL ESTATE
279,Co-op for sale,1200000,3,2.0,2184.2078,New York County,New York,40.768753,-73.963135,Manhattan,10021,Douglas Elliman
280,Condo for sale,12000000,4,4.0,3809.0,New York,New York County,40.717457,-74.00388,Manhattan,10013,Serhant
281,Co-op for sale,1300000,2,2.0,2184.2078,New York County,New York,40.789505,-73.976974,Manhattan,10024,Other
282,For sale,799000,3,1.0,585.0,New York County,New York,40.78047,-73.987144,Manhattan,10069,Nest Seekers International
283,Co-op for sale,339000,3,1.0,250.0,New York County,New York,40.748886,-73.9724,Manhattan,10017,Corcoran
284,Multi-family home for sale,875000,7,5.0,2680.0,New York,Bronx County,40.82701,-73.876625,Bronx,10472,RE/MAX
285,Multi-family home for sale,799000,7,2.0,2296.0,New York,Bronx County,40.833393,-73.872795,Bronx,10472,Keller Williams
286,House for sale,285000,2,1.0,1380.0,New York,Queens County,40.712833,-73.743576,Other,11429,Sowae Corp
287,Multi-family home for sale,2499000,5,4.0,1340.0,New York,Kings County,40.696297,-73.97205,Brooklyn,11205,Century 21
288,Townhouse for sale,795000,4,2.0,1440.0,New York,New York County,40.87674,-73.91119,Manhattan,10463,Douglas Elliman
289,Co-op for sale,1799995,2,2.0,2184.2078,New York County,New York,40.770893,-73.958626,Manhattan,10021,Douglas Elliman
290,For sale,5999000,3,3.0,3000.0,New York County,New York,40.779858,-73.9874,Manhattan,10069,Nest Seekers International
291,House for sale,699900,3,2.0,1470.0,New York,Richmond County,40.615395,-74.16109,Staten Island,10314,Other
292,Townhouse for sale,5295000,4,4.0,4600.0,New York,Kings County,40.680008,-73.998215,Brooklyn,11231,Other
293,Condo for sale,2265000,2,2.0,1123.0,New York County,New York,40.710457,-73.991234,Manhattan,10002,Other
294,Co-op for sale,459000,2,1.0,950.0,Queens County,Queens,40.760796,-73.825874,Queens,11354,eXp Realty
295,House for sale,879000,4,2.0,2184.2078,New York,Queens County,40.729435,-73.71256,Other,11426,Other
296,Condo for sale,559000,1,1.0,679.0,New York,Manhattan,40.794575,-73.94342,Manhattan,10029,Douglas Elliman
297,Multi-family home for sale,869888,4,3.0,2184.2078,New York,Queens County,40.7019,-73.825676,Other,11418,Other
298,House for sale,799888,3,2.0,2184.2078,New York,Queens County,40.713898,-73.897026,Other,11379,Keller Williams
299,House for sale,749000,4,1.0,1040.0,New York,Richmond County,40.616535,-74.15072,Staten Island,10314,Other
300,House for sale,499000,2,3.0,2184.2078,New York,Queens County,40.6886,-73.756805,Other,11412,NoBroker
301,House for sale,1295000,3,4.0,2193.0,New York County,New York,40.789505,-73.976974,Manhattan,10024,Douglas Elliman
302,Co-op for sale,400000,2,2.0,1150.0,New York,Bronx County,40.813145,-73.808395,Bronx,10465,Corcoran
303,Condo for sale,289000,1,1.0,666.0,Kings County,Brooklyn,40.654163,-73.884674,Brooklyn,11207,Corcoran
304,Condo for sale,699000,1,1.0,616.0,Kings County,Brooklyn,40.682648,-73.94349,Brooklyn,11216,COMPASS
305,Condo for sale,1355000,2,2.0,1002.0,Kings County,Brooklyn,40.682648,-73.94349,Brooklyn,11216,COMPASS
306,Condo for sale,1225000,2,2.0,882.0,Kings County,Brooklyn,40.682648,-73.94349,Brooklyn,11216,COMPASS
307,Co-op for sale,105000,3,1.0,656.0,Bronx County,The Bronx,40.85607,-73.86887,Bronx,10462,Other
308,House for sale,300000,3,1.0,952.0,United States,New York,40.61629,-73.92992,Brooklyn,11234,Other
309,Multi-family home for sale,799000,5,3.0,2400.0,New York,Bronx County,40.818184,-73.81274,Bronx,10465,Keller Williams
310,Co-op for sale,202000,2,1.0,1453.0,Queens County,Queens,40.78028,-73.78189,Other,11360,Other
311,House for sale,600000,5,2.0,2184.2078,New York,Kings County,40.642296,-73.972786,Other,11218,Other
312,Co-op for sale,599000,3,1.0,1200.0,Kings County,Brooklyn,40.627934,-74.02602,Brooklyn,11209,Douglas Elliman
313,Condo for sale,235000,2,1.0,860.0,Richmond County,Staten Island,40.619278,-74.09515,Staten Island,10301,Other
314,Co-op for sale,319000,3,1.0,960.0,New York,Queens County,40.75986,-73.72901,Other,11362,Douglas Elliman
315,Multi-family home for sale,950000,12,6.0,2184.2078,New York,Queens County,40.700016,-73.90101,Other,11385,Keller Williams
316,Multi-family home for sale,1088888,4,2.0,2184.2078,New York,Queens County,40.78608,-73.792854,Other,11360,Other
317,House for sale,1250000,4,4.0,3300.0,New York,Richmond County,40.56755,-74.14076,Staten Island,10306,Other
318,House for sale,774888,3,2.0,960.0,New York,Richmond County,40.55256,-74.1709,Staten Island,10312,Other
319,Co-op for sale,105509,1,1.0,650.0,Bronx County,The Bronx,40.879078,-73.91752,Bronx,10463,Other
320,Multi-family home for sale,995000,5,2.0,2184.2078,New York,Kings County,40.68623,-73.936424,Brooklyn,11221,Douglas Elliman
321,House for sale,769000,4,2.0,1728.0,New York,Bronx County,40.815205,-73.8155,Bronx,10465,Century 21
322,Co-op for sale,395995,2,1.0,1100.0,Bronx County,The Bronx,40.90488,-73.90511,Bronx,10471,Other
323,For sale,975000,1,2.0,900.0,New York County,New York,40.758568,-73.96697,Manhattan,10022,Other
324,House for sale,499999,2,1.0,1744.0,New York,Bronx County,40.854942,-73.79083,Bronx,10464,Other
325,Co-op for sale,1649000,2,2.0,2184.2078,New York County,New York,40.777245,-73.98688,Manhattan,10023,Douglas Elliman
326,Co-op for sale,365000,2,1.0,2184.2078,Queens County,Queens,40.70838,-73.82901,Other,11415,eXp Realty
327,House for sale,635000,3,2.0,2184.2078,New York,Queens County,40.69335,-73.750336,Other,11412,Keller Williams
328,Co-op for sale,149000,3,1.0,400.0,New York County,New York,40.72762,-73.98489,Manhattan,10009,Corcoran
329,House for sale,1099000,5,2.0,1760.0,New York,Queens County,40.648193,-73.84524,Other,11414,Other
330,Multi-family home for sale,1529999,6,5.0,2400.0,New York,Queens County,40.678047,-73.80562,Other,11420,Other
331,House for sale,675000,3,1.0,1404.0,New York,Richmond County,40.63335,-74.102135,Staten Island,10301,Other
332,House for sale,2650000,6,6.0,2184.2078,New York,Queens County,40.660324,-73.8456,Other,11414,Century 21
333,House for sale,420000,3,1.0,2184.2078,New York,Queens County,40.67848,-73.84769,Other,11417,Sowae Corp
334,Townhouse for sale,559900,3,2.0,980.0,New York,Richmond County,40.513233,-74.19598,Staten Island,10309,Other
335,House for sale,549000,3,1.0,2184.2078,New York,Queens County,40.67768,-73.81664,Other,11420,Coldwell Banker
336,Land for sale,999000,3,2.0,950.0,New York,Queens County,40.76446,-73.82975,Queens,11354,Other
337,House for sale,2295000,7,4.0,3632.0,New York,New York County,40.81804,-73.94369,Manhattan,10030,Other
338,House for sale,1150000,3,4.0,3000.0,New York,Richmond County,40.534397,-74.15829,Staten Island,10312,Other
339,Co-op for sale,235000,3,2.0,1400.0,Queens County,Queens,40.71423,-73.8152,Queens,11435,NoBroker
340,House for sale,215000,4,2.0,2000.0,New York,Kings County,40.6695,-73.889755,Brooklyn,11207,Sowae Corp
341,House for sale,299000,5,2.0,2184.2078,New York,Queens County,40.593403,-73.77565,Other,11691,Other
342,Condo for sale,7495000,4,4.0,2888.0,New York County,New York,40.783333,-73.98158,Manhattan,10024,Douglas Elliman
343,Townhouse for sale,2850000,4,4.0,4080.0,New York,Queens County,40.763924,-73.91906,Queens,11103,Keller Williams
344,Co-op for sale,215000,2,2.0,747.0,New York,Bronx County,40.823326,-73.81101,Bronx,10465,Other
345,House for sale,275000,2,1.0,1104.0,New York,Bronx County,40.84098,-73.82929,Bronx,10461,Sowae Corp
346,Multi-family home for sale,898000,6,3.0,2100.0,New York,Richmond County,40.558697,-74.1351,Staten Island,10306,Other
347,Co-op for sale,275000,2,1.0,900.0,Bronx County,The Bronx,40.855476,-73.82872,Bronx,10461,Other
348,House for sale,599000,4,2.0,1682.0,New York,Queens County,40.674736,-73.823975,Other,11420,Other
349,Condo for sale,189000,1,1.0,730.0,Richmond County,Staten Island,40.61096,-74.06035,Staten Island,10305,Other
350,Multi-family home for sale,678990,3,3.0,1575.0,New York,Richmond County,40.60123,-74.13002,Staten Island,10314,Other
351,House for sale,800000,3,2.0,1824.0,New York,Kings County,40.6088,-73.91282,Brooklyn,11234,Other
352,Condo for sale,549000,3,2.0,1092.0,New York,Richmond County,40.622112,-74.15,Staten Island,10314,Other
353,House for sale,849000,3,2.0,2000.0,New York,Richmond County,40.55285,-74.16994,Staten Island,10312,COMPASS
354,House for sale,759999,4,2.0,2184.2078,New York,Queens County,40.708374,-73.787155,Queens,11432,Other
355,Multi-family home for sale,799900,5,2.0,1750.0,New York,Kings County,40.595627,-73.93393,Brooklyn,11229,RE/MAX
356,Co-op for sale,295000,3,1.0,2184.2078,Queens County,Queens,40.663345,-73.85428,Other,11414,Century 21
357,Co-op for sale,159000,2,1.0,1010.0,New York,Bronx County,40.876205,-73.86036,Bronx,10469,Other
358,House for sale,999500,3,2.0,1144.0,New York,Queens County,40.784332,-73.80457,Other,11357,Douglas Elliman
359,Condo for sale,329000,2,1.0,850.0,New York,Richmond County,40.631615,-74.08589,Staten Island,10304,eXp Realty
360,House for sale,799000,3,2.0,1881.0,New York,Kings County,40.64029,-73.94635,Brooklyn,11226,COMPASS
361,House for sale,1188000,4,2.0,1580.0,New York,Kings County,40.619865,-74.00871,Brooklyn,11228,Other
362,House for sale,729000,3,2.0,1400.0,New York,Bronx County,40.846622,-73.85209,Bronx,10461,Other
363,House for sale,599000,4,2.0,1500.0,New York,Bronx County,40.897247,-73.8689,Bronx,10470,Keller Williams
364,Multi-family home for sale,950000,6,2.0,2184.2078,New York,Queens County,40.760815,-73.86692,Other,11368,RE/MAX
365,Condo for sale,965000,3,1.0,540.0,Kings County,Brooklyn,40.690384,-73.98254,Brooklyn,11201,Douglas Elliman
366,Multi-family home for sale,1095000,4,4.0,2280.0,New York,Richmond County,40.550564,-74.159904,Staten Island,10308,American Homes Group
367,Condo for sale,2295000,2,2.0,1242.0,New York County,New York,40.72415,-74.00808,Manhattan,10013,Serhant
368,House for sale,460000,3,3.0,2256.0,New York,Kings County,40.641647,-73.906456,Brooklyn,11236,Other
369,Multi-family home for sale,825000,12,6.0,2184.2078,New York,Kings County,40.673946,-73.885345,Brooklyn,11207,Other
370,House for sale,1230250,3,2.0,1590.0,New York,Queens County,40.712097,-73.85181,Queens,11375,COMPASS
371,House for sale,799999,3,2.0,1344.0,New York,Kings County,40.609913,-73.92871,Brooklyn,11234,Other
372,Co-op for sale,259500,2,1.0,2184.2078,Queens County,Queens,40.71214,-73.827705,Other,11415,Keller Williams
373,Multi-family home for sale,1300000,15,6.0,4920.0,New York,Kings County,40.64114,-73.947845,Brooklyn,11226,Other
374,Condo for sale,749000,2,2.0,1300.0,Queens County,Queens,40.78749,-73.78581,Other,11360,Other
375,House for sale,265000,2,1.0,660.0,New York,Richmond County,40.584923,-74.09688,Staten Island,10305,American Homes Group
376,House for sale,575000,2,1.0,900.0,New York,Queens County,40.580914,-73.8302,Other,11694,RE/MAX
377,Multi-family home for sale,849000,4,2.0,2180.0,New York,Bronx County,40.852814,-73.83122,Bronx,10461,Other
378,House for sale,875000,2,2.0,1214.0,New York,Queens County,40.756546,-73.73397,Other,11362,NoBroker
379,House for sale,599999,3,2.0,1360.0,New York,Richmond County,40.61391,-74.133026,Staten Island,10314,Other
380,Multi-family home for sale,1150000,5,3.0,2184.2078,New York,Queens County,40.654255,-73.83505,Other,11414,Real Broker NY LLC
381,Multi-family home for sale,1295000,4,3.0,2440.0,New York,Queens County,40.78403,-73.80579,Other,11357,Douglas Elliman
382,House for sale,250000,3,1.0,1376.0,New York,Kings County,40.621216,-73.932434,Brooklyn,11234,Sowae Corp
383,Townhouse for sale,1648000,3,4.0,1751.0,New York,Queens County,40.717953,-73.84278,Queens,11375,Sotheby's International Realty
384,House for sale,1675000,4,5.0,2184.2078,New York,Queens County,40.716915,-73.78316,Queens,11432,Voro Llc
385,House for sale,950000,3,2.0,1748.0,New York,Queens County,40.7189,-73.858795,Queens,11374,Other
386,Co-op for sale,449500,1,1.0,2184.2078,New York,New York County,40.727894,-73.99983,Manhattan,10012,COMPASS
387,Condo for sale,399000,3,1.0,500.0,New York County,New York,40.83749,-73.9456,Manhattan,10032,Other
388,Co-op for sale,209000,1,1.0,1078.0,Bronx County,The Bronx,40.891598,-73.89898,Bronx,10471,Other
389,Co-op for sale,280000,3,2.0,1100.0,Bronx County,The Bronx,40.840973,-73.84563,Bronx,10461,COMPASS
390,House for sale,625000,3,2.0,2184.2078,New York,Queens County,40.676537,-73.835175,Other,11417,eXp Realty
391,Co-op for sale,275000,3,1.0,2184.2078,New York County,New York,40.777256,-73.94767,Manhattan,10128,Sotheby's International Realty
392,Multi-family home for sale,924800,4,3.0,2049.0,New York,Richmond County,40.507545,-74.24611,Staten Island,10307,Other
393,House for sale,1300000,6,4.0,2112.0,New York,Queens County,40.76451,-73.75953,Other,11361,Other
394,Multi-family home for sale,995000,5,2.0,2288.0,New York,Richmond County,40.55014,-74.18104,Staten Island,10312,Other
395,Condo for sale,16500000,5,4.0,4105.0,New York,New York County,40.78146,-73.98069,Manhattan,10023,Douglas Elliman
396,Multi-family home for sale,998000,5,3.0,1738.0,New York,Queens County,40.689804,-73.83654,Other,11419,Other
397,Multi-family home for sale,899000,7,3.0,1980.0,New York,Richmond County,40.627518,-74.123375,Staten Island,10310,"Tom Crimmins Realty, Ltd."
398,Multi-family home for sale,849000,6,5.0,2184.2078,New York,Queens County,40.669693,-73.80035,Other,11436,Other
399,Co-op for sale,235000,3,1.0,2184.2078,Queens County,Queens,40.57675,-73.839836,Queens,11694,COMPASS
400,House for sale,399999,2,1.0,2184.2078,New York,Queens County,40.585354,-73.82271,Other,11694,Coldwell Banker
401,House for sale,520000,4,2.0,1701.0,New York,Kings County,40.678143,-73.92506,Brooklyn,11233,Sowae Corp
402,Condo for sale,485000,3,2.0,2184.2078,Kings County,Brooklyn,40.647976,-73.89367,Brooklyn,11236,Other
403,Co-op for sale,215000,3,1.0,1100.0,Kings County,Brooklyn,40.622326,-73.969505,Brooklyn,11230,Sotheby's International Realty
